,Highest_Charting_Position,Number_Of_Times_Charted,Week_Of_Highest_Charting,Song_Name,Streams,Artist,Artist_Followers,Song_Id,Genre,Release_Date,Weeks_Charted,Popularity,Danceability,Energy,Loudness,Speechiness,Acousticness,Liveness,Tempo,Duration_(Ms),Valence,Chord,Gender,Age,Type,Country,Genre2,Genre1,Genre_Gen,Month_Highest_Charting,Season_Highest_Charting,Year_Highest_Charting
850,74,1,2020-12-11,She Knows This,"10,561,183",Kid Cudi,5002317,1xzUQMiCoY5pdego0pHMeV,"[""['hip hop'"", "" 'ohio hip hop'"", "" 'pop rap'"", "" 'rap']""]",2020-12-11,2020-12-11--2020-12-18,64.0,0.39,0.724,-7.607,0.0889,0.162,0.393,165.945,216560.0,0.312,F#/Gb,male,36,person,US,ohio hip hop,hip hop,hip hop,December,Winter,2020
851,97,1,2020-12-11,Another Day,"8,901,697",Kid Cudi,5002317,6myUpr3GDR80Dg3zqNTmmG,"[""['hip hop'"", "" 'ohio hip hop'"", "" 'pop rap'"", "" 'rap']""]",2020-12-11,2020-12-11--2020-12-18,63.0,0.646,0.758,-7.75,0.0708,0.556,0.335,172.995,199787.0,0.0642,E,male,36,person,US,ohio hip hop,hip hop,hip hop,December,Winter,2020
852,126,1,2020-12-11,"Solo Dolo, Pt. III","7,655,623",Kid Cudi,5002317,27oVCAziETRbNuo5A8LNpg,"[""['hip hop'"", "" 'ohio hip hop'"", "" 'pop rap'"", "" 'rap']""]",2020-12-11,2020-12-11--2020-12-18,61.0,0.589,0.727,-6.907,0.0866,0.239,0.164,152.058,242267.0,0.52,A#/Bb,male,36,person,US,ohio hip hop,hip hop,hip hop,December,Winter,2020
853,129,1,2020-12-11,Dive,"7,524,738",Kid Cudi,5002317,7Hc3YL8oDiAzbiAW32KXrw,"[""['hip hop'"", "" 'ohio hip hop'"", "" 'pop rap'"", "" 'rap']""]",2020-12-11,2020-12-11--2020-12-18,60.0,0.64,0.621,-8.269,0.0679,0.67,0.36,123.105,148707.0,0.332,A,male,36,person,US,ohio hip hop,hip hop,hip hop,December,Winter,2020
854,139,1,2020-12-11,Heaven On Earth,"7,117,347",Kid Cudi,5002317,2koUj1Fn5TKFEkChSmBPIb,"[""['hip hop'"", "" 'ohio hip hop'"", "" 'pop rap'"", "" 'rap']""]",2020-12-11,2020-12-11--2020-12-18,59.0,0.786,0.61,-6.736,0.0558,0.379,0.0765,130.036,201093.0,0.228,C,male,36,person,US,ohio hip hop,hip hop,hip hop,December,Winter,2020
855,147,1,2020-12-11,Sad People,"6,865,689",Kid Cudi,5002317,4nuAslShoN77tq12fzwjUq,"[""['hip hop'"", "" 'ohio hip hop'"", "" 'pop rap'"", "" 'rap']""]",2020-12-11,2020-12-11--2020-12-18,62.0,0.636,0.647,-6.971,0.0381,0.247,0.113,158.073,176027.0,0.416,F,male,36,person,US,ohio hip hop,hip hop,hip hop,December,Winter,2020
856,152,1,2020-12-11,Damaged,"6,763,705",Kid Cudi,5002317,2n7Ao4nyESBa5ti8gcAbBt,"[""['hip hop'"", "" 'ohio hip hop'"", "" 'pop rap'"", "" 'rap']""]",2020-12-11,2020-12-11--2020-12-18,57.0,0.625,0.581,-7.1,0.0316,0.553,0.254,142.04,150853.0,0.267,G#/Ab,male,36,person,US,ohio hip hop,hip hop,hip hop,December,Winter,2020
857,183,1,2020-12-11,Beautiful Trip,"6,108,393",Kid Cudi,5002317,4IIuCotvqijraSdnVLaFnM,"[""['hip hop'"", "" 'ohio hip hop'"", "" 'pop rap'"", "" 'rap']""]",2020-12-11,2020-12-11--2020-12-18,54.0,0.331,0.513,-15.392,0.632,0.972,0.882,133.971,37013.0,0.42,B,male,36,person,US,ohio hip hop,hip hop,hip hop,December,Winter,2020
858,185,1,2020-12-11,The Void,"6,068,816",Kid Cudi,5002317,2yg7MXp8nSPaf61HVkhEr3,"[""['hip hop'"", "" 'ohio hip hop'"", "" 'pop rap'"", "" 'rap']""]",2020-12-11,2020-12-11--2020-12-18,61.0,0.464,0.459,-8.736,0.0314,0.365,0.117,142.017,325413.0,0.0786,G,male,36,person,US,ohio hip hop,hip hop,hip hop,December,Winter,2020
859,67,2,2020-07-10,The Adventures of Moon Man & Slim Shady (with Eminem),"4,639,929",Kid Cudi,5002317,38iBrrbbXyWaSPkmuDNgjZ,"[""['hip hop'"", "" 'ohio hip hop'"", "" 'pop rap'"", "" 'rap']""]",2020-07-10,"2020-07-17--2020-07-24
2020-07-10--2020-07-17",67.0,0.88,0.787,-5.189,0.118,0.226,0.12,113.018,264834.0,0.588,G#/Ab,male,36,person,US,ohio hip hop,hip hop,hip hop,July,Summer,2020
860,1,10,2020-12-18,All I Want for Christmas Is You,"23,235,257",Mariah Carey,6931357,0bYg9bo50gSsH3LtXe2SQn,"[""['dance pop'"", "" 'pop'"", "" 'r&b'"", "" 'urban contemporary']""]",1994-11-01,"2020-12-25--2021-01-01
2020-12-18--2020-12-25
2020-12-11--2020-12-18
2020-12-04--2020-12-11
2020-11-27--2020-12-04
2020-11-20--2020-11-27
2020-11-13--2020-11-20
2020-11-06--2020-11-13
2020-10-30--2020-11-06
2019-12-27--2020-01-03",65.0,0.336,0.627,-7.463,0.0384,0.164,0.0708,150.273,241107.0,0.35,G,female,50,person,US,pop,dance pop,dance pop,December,Winter,2020
861,160,1,2020-12-18,Oh Santa! (feat. Ariana Grande & Jennifer Hudson),"7,170,169",Mariah Carey,6931357,1Ri9P0ZPrqr6h0REDRdJBd,"[""['dance pop'"", "" 'pop'"", "" 'r&b'"", "" 'urban contemporary']""]",2020-12-04,2020-12-18--2020-12-25,47.0,0.648,0.938,-3.298,0.115,0.0339,0.0564,78.496,200467.0,0.849,C#/Db,female,50,person,US,pop,dance pop,dance pop,December,Winter,2020
862,2,8,2020-12-18,Last Christmas,"20,709,328",Wham!,1631876,2FRnf9qhLbvw8fu4IBXx78,"[""['disco'"", "" 'europop'"", "" 'new romantic'"", "" 'new wave'"", "" 'new wave pop'"", "" 'soft rock'"", "" 'synthpop']""]",1984-11-29,"2020-12-25--2021-01-01
2020-12-18--2020-12-25
2020-12-11--2020-12-18
2020-12-04--2020-12-11
2020-11-27--2020-12-04
2020-11-20--2020-11-27
2020-11-13--2020-11-20
2020-11-06--2020-11-13",63.0,0.735,0.478,-12.472,0.0293,0.189,0.355,107.682,262960.0,0.947,D,mixed,39,group,GB,europop,europop,pop,December,Winter,2020
863,5,7,2020-12-18,Rockin' Around The Christmas Tree,"16,613,649",Brenda Lee,222627,2EjXfH91m7f8HiJN1yQg97,"[""['adult standards'"", "" 'brill building pop'"", "" 'easy listening'"", "" 'lounge'"", "" 'rockabilly'"", "" 'vocal jazz']""]",1964-10-19,"2020-12-25--2021-01-01
2020-12-18--2020-12-25
2020-12-11--2020-12-18
2020-12-04--2020-12-11
2020-11-27--2020-12-04
2020-11-20--2020-11-27
2020-11-13--2020-11-20",58.0,0.589,0.472,-8.749,0.0502,0.614,0.505,67.196,126267.0,0.898,G#/Ab,female,75,person,,brill building pop,brill building pop,pop,December,Winter,2020
864,7,7,2020-12-18,Jingle Bell Rock,"16,527,404",Bobby Helms,20637,7vQbuQcyTflfCIOu3Uzzya,['[]'],1957-12-02,"2020-12-25--2021-01-01
2020-12-18--2020-12-25
2020-12-11--2020-12-18
2020-12-04--2020-12-11
2020-11-27--2020-12-04
2020-11-20--2020-11-27
2020-11-13--2020-11-20",56.0,0.754,0.424,-8.463,0.0363,0.643,0.0652,119.705,130973.0,0.806,D,male,63,person,US,,[],other,December,Winter,2020
865,6,7,2020-12-18,It's Beginning to Look a Lot like Christmas,"15,424,001",Michael Bublé,4702232,5a1iz510sv2W9Dt1MvFd5R,"[""['adult standards'"", "" 'canadian pop'"", "" 'jazz pop'"", "" 'lounge']""]",2012-11-09,"2020-12-25--2021-01-01
2020-12-18--2020-12-25
2020-12-11--2020-12-18
2020-12-04--2020-12-11
2020-11-27--2020-12-04
2020-11-20--2020-11-27
2020-11-13--2020-11-20",55.0,0.339,0.214,-11.714,0.0375,0.908,0.341,94.775,206640.0,0.363,E,male,44,person,CA,canadian pop,canadian pop,pop,December,Winter,2020
866,21,6,2020-12-18,Holly Jolly Christmas,"9,852,792",Michael Bublé,4702232,5PuKlCjfEVIXl0ZBp5ZW9g,"[""['adult standards'"", "" 'canadian pop'"", "" 'jazz pop'"", "" 'lounge']""]",2012-11-09,"2020-12-25--2021-01-01
2020-12-18--2020-12-25
2020-12-11--2020-12-18
2020-12-04--2020-12-11
2020-11-27--2020-12-04
2020-11-20--2020-11-27",48.0,0.647,0.465,-8.308,0.0428,0.865,0.0882,151.251,119787.0,0.699,G,male,44,person,CA,canadian pop,canadian pop,pop,December,Winter,2020
867,117,1,2020-12-18,Santa Claus Is Coming to Town,"8,177,832",Michael Bublé,4702232,1RMDXedcRno6rDBCbNHDJf,"[""['adult standards'"", "" 'canadian pop'"", "" 'jazz pop'"", "" 'lounge']""]",2012-11-09,2020-12-18--2020-12-25,44.0,0.594,0.389,-7.109,0.0517,0.785,0.0313,122.331,171093.0,0.396,A#/Bb,male,44,person,CA,canadian pop,canadian pop,pop,December,Winter,2020
868,8,7,2020-12-18,It's the Most Wonderful Time of the Year,"14,582,001",Andy Williams,369548,5hslUAKq9I9CG2bAulFkHN,"[""['adult standards'"", "" 'brill building pop'"", "" 'easy listening'"", "" 'lounge'"", "" 'mellow gold'"", "" 'vocal jazz']""]",1963-11-24,"2020-12-25--2021-01-01
2020-12-18--2020-12-25
2020-12-11--2020-12-18
2020-12-04--2020-12-11
2020-11-27--2020-12-04
2020-11-20--2020-11-27
2020-11-13--2020-11-20",55.0,0.24,0.598,-8.435,0.0369,0.766,0.117,201.629,151933.0,0.776,G,male,84,person,US,brill building pop,brill building pop,pop,December,Winter,2020
869,9,7,2020-12-18,Underneath the Tree,"12,266,990",Kelly Clarkson,7869617,3YZE5qDV7u1ZD1gZc47ZeR,"[""['dance pop'"", "" 'neo mellow'"", "" 'pop'"", "" 'pop rock'"", "" 'post-teen pop'"", "" 'talent show']""]",2013-10-29,"2020-12-25--2021-01-01
2020-12-18--2020-12-25
2020-12-11--2020-12-18
2020-12-04--2020-12-11
2020-11-27--2020-12-04
2020-11-20--2020-11-27
2020-11-13--2020-11-20",49.0,0.509,0.812,-5.439,0.0537,0.00128,0.214,159.878,229640.0,0.689,G#/Ab,female,38,person,US,neo mellow,dance pop,dance pop,December,Winter,2020
