,Song_Name,Genre,Subgenre,Subgenre_2,Release_Date,Song_Decade,Streams,Week_Of_Highest_Charting,Month_Highest_Charting,Season_Highest_Charting,Year_Highest_Charting,Popularity,Danceability,Energy,Loudness,Speechiness,Acousticness,Liveness,Tempo,Duration_(Ms),Valence,Chord,Artist,Artist_Followers,Gender,Artist_Generation,Type,Country,Event_Name,url,Event_Country,Event_City,Event_Longitude,Event_Latitude
691,bury a friend,other,[],-,2021-08-13,2020s,"5,020,303",2020-01-24,January,Winter,2020,1.0,0.887,0.388,-14.505,0.349,0.739,0.106,120.035,193143.0,0.205,G#/Ab,Billie Eilish,1251372,female,Generation Z,person,US,Billie Eilish Estacionamiento,https://www.ticketmaster.com.mx/billie-eilish-estacionamiento-mexico-29-03-2023/event/14005D548BCB0A5B,Mexico,México,-99.095618,19.405199
692,X (with KAROL G),dance pop,dance pop,dance pop,2020-05-15,2020s,"5,018,592",2020-05-15,May,Spring,2020,70.0,0.715,0.827,-5.09,0.0617,0.0485,0.321,117.977,185277.0,0.75,E,Jonas Brothers,5436999,mixed,Generation Z,group,US,Jonas Brothers - Live in Vegas,https://www.ticketmaster.com/jonas-brothers-live-in-vegas-las-vegas-nevada-02-17-2023/event/2E005D89EBF80D1C,United States Of America,Las Vegas,-115.175233,36.105126
693,Paradigmas,other,sertanejo universitario,sertanejo universitario,2021-04-22,2020s,"5,018,076",2021-05-07,May,Spring,2021,72.0,0.686,0.789,-4.103,0.126,0.322,0.4,157.932,157355.0,0.822,C#/Db,Jorge & Mateus,15013645,mixed,Generation Z,group,BR,No events,-,-,-,-,-
694,willow,pop,pop,post-teen pop,2020-12-11,2020s,"5,016,865",2020-12-11,December,Winter,2020,79.0,0.392,0.574,-9.195,0.17,0.833,0.145,81.112,214707.0,0.529,G,Taylor Swift,42227614,female,Millennial,person,US,Taylor Swift Night,https://www.ticketweb.com/event/taylor-swift-night-brooklyn-bowl-nashville-tickets/12722145,United States Of America,Nashville,-86.7853446,36.1726131
695,Without Me,dance pop,dance pop,electropop,2018-10-04,2010s,"5,016,283",2020-01-17,January,Winter,2020,79.0,0.752,0.488,-7.05,0.0705,0.297,0.0936,136.041,201661.0,0.533,F#/Gb,Halsey,15663384,female,Millennial,person,US,No events,-,-,-,-,-
696,De Museo,latin,latin,reggaeton,2021-07-06,2020s,"5,016,125",2021-07-09,July,Summer,2021,83.0,0.592,0.494,-10.618,0.0747,0.237,0.13,132.037,209771.0,0.231,E,Bad Bunny,36142273,male,Millennial,person,PR,Bad Bunny Night,https://www.ticketweb.com/event/bad-bunny-night-house-of-independents-tickets/12723755,United States Of America,Asbury Park,-74.00979,40.21584
697,Ghost,pop,canadian pop,pop,2021-03-19,2020s,"5,013,450",2021-03-19,March,Spring,2021,71.0,0.601,0.741,-5.569,0.0478,0.185,0.415,153.96,153190.0,0.441,D,Justin Bieber,48544923,male,Millennial,person,CA,Justin Bieber,https://www.eticketing.co.uk/asmglobalaberdeen,Great Britain,Aberdeen,-2.190396,57.185147
698,Batom de Cereja - Ao Vivo,pop,sertanejo pop,sertanejo pop,2021-01-29,2020s,"5,011,753",2021-04-16,April,Spring,2021,83.0,0.606,0.908,-6.201,0.0565,0.556,0.19,171.966,140942.0,0.798,F#/Gb,Israel & Rodolffo,1097789,mixed,Generation Z,group,BR,No events,-,-,-,-,-
699,A Gente Fez Amor - Ao Vivo,other,sertanejo universitario,sertanejo universitario,2019-12-05,2010s,"5,006,457",2020-05-15,May,Spring,2020,66.0,0.794,0.937,-2.44,0.0336,0.366,0.962,134.012,237517.0,0.826,G#/Ab,Gusttavo Lima,12981319,male,Millennial,person,BR,No events,-,-,-,-,-
700,Prisoner (feat. Dua Lipa),dance pop,dance pop,pop,2020-11-20,2020s,"5,005,018",2020-11-20,November,Autumn,2020,79.0,0.781,0.67,-3.912,0.0452,0.0103,0.0761,127.99,169333.0,0.595,D#/Eb,Miley Cyrus,15770302,female,Millennial,person,US,No events,-,-,-,-,-
701,Who (feat. BTS),dance pop,dance pop,electropop,2020-03-06,2020s,"5,004,752",2020-03-06,March,Spring,2020,74.0,0.632,0.345,-8.0,0.0349,0.551,0.104,141.641,180413.0,0.0818,B,Lauv,4442273,male,Millennial,person,US,No events,-,-,-,-,-
702,Off My Face,pop,canadian pop,pop,2021-03-19,2020s,"5,004,111",2021-03-19,March,Spring,2021,75.0,0.509,0.228,-8.68,0.0332,0.92,0.104,90.674,156468.0,0.586,E,Justin Bieber,48544923,male,Millennial,person,CA,Justin Bieber,https://www.eticketing.co.uk/asmglobalaberdeen,Great Britain,Aberdeen,-2.190396,57.185147
703,Moonlight,rap,emo rap,miami hip hop,2018-03-16,2010s,"5,003,825",2020-06-26,June,Summer,2020,83.0,0.921,0.537,-5.723,0.0804,0.556,0.102,128.009,135090.0,0.711,A,XXXTENTACION,29566516,male,Generation Z,person,US,No events,-,-,-,-,-
704,7 rings,dance pop,dance pop,pop,2019-02-08,2010s,"5,002,227",2019-12-27,December,Winter,2019,85.0,0.778,0.317,-10.732,0.334,0.592,0.0881,140.048,178627.0,0.327,C#/Db,Ariana Grande,67158068,female,Millennial,person,US,No events,-,-,-,-,-
705,Beggin',rock,indie rock italiano,italian pop,2017-12-08,2010s,"48,633,449",2021-07-23,July,Summer,2021,100.0,0.714,0.8,-4.808,0.0504,0.127,0.359,134.002,211560.0,0.589,B,Måneskin,3377762,mixed,Generation Z,group,IT,MÅNESKIN,https://www.ticketmaster.co.uk/maneskin-london-08-05-2023/event/35005C729D8B71A7,Great Britain,London,0.005519,51.501581
706,STAY (with Justin Bieber),hip hop,australian hip hop,-,2021-07-09,2020s,"47,248,719",2021-07-23,July,Summer,2021,99.0,0.591,0.764,-5.484,0.0483,0.0383,0.103,169.928,141806.0,0.478,C#/Db,The Kid LAROI,2230022,male,Generation Z,person,AU,The Kid LAROI,https://www.ticketmaster.com/the-kid-laroi-lexington-kentucky-03-31-2023/event/16005D1224659B13,United States Of America,Lexington,-84.5010377,38.049148
707,good 4 u,pop,pop,-,2021-05-21,2020s,"40,162,559",2021-06-25,June,Summer,2021,99.0,0.563,0.664,-5.044,0.154,0.335,0.0849,166.928,178147.0,0.688,A,Olivia Rodrigo,6266514,female,Generation Z,person,US,Swift & Sour: A Taylor Swift & Olivia Rodrigo Dance Party,https://www.ticketmaster.com/swift-sour-a-taylor-swift-olivia-virginia-beach-virginia-01-28-2023/event/01005D4C7C5F0F26,United States Of America,Virginia Beach,-76.0194075,36.8493416
708,BOOKER T,latin,latin,reggaeton,2020-11-27,2020s,"4,995,965",2020-11-27,November,Autumn,2020,77.0,0.883,0.6,-7.188,0.37,0.114,0.0931,113.903,156430.0,0.691,G,Bad Bunny,36177712,male,Millennial,person,PR,Bad Bunny Night,https://www.ticketweb.com/event/bad-bunny-night-house-of-independents-tickets/12723755,United States Of America,Asbury Park,-74.00979,40.21584
709,Thinking out Loud,pop,pop,uk pop,2014-06-21,2010s,"4,995,623",2020-10-16,October,Autumn,2020,82.0,0.781,0.445,-6.061,0.0295,0.474,0.184,78.998,281560.0,0.591,D,Ed Sheeran,83337783,male,Millennial,person,GB,Ed Sheeran: +-=÷x Tour,https://www.ticketmaster.com/ed-sheeran-x-tour-east-rutherford-new-jersey-06-10-2023/event/00005D3DE5604AD8,United States Of America,East Rutherford,-74.074493,40.81359
710,Heartless,r&b,canadian contemporary r&b,canadian pop,2020-03-20,2020s,"4,995,578",2020-03-20,March,Spring,2020,77.0,0.537,0.746,-5.507,0.15,0.0236,0.156,170.062,198267.0,0.252,A#/Bb,The Weeknd,35340069,male,Millennial,person,CA,The Weeknd Grada,https://www.ticketmaster.com.mx/the-weeknd-grada-mexico-29-09-2023/event/14005D6EA9652FE7,Mexico,México,-99.095618,19.405199
711,Lottery (Renegade),hip hop,atl hip hop,hip hop,2019-06-21,2010s,"4,994,448",2020-02-21,February,Winter,2020,61.0,0.915,0.556,-8.601,0.216,0.0145,0.0733,148.964,170947.0,0.67,C#/Db,K CAMP,1347589,male,Millennial,person,US,No events,-,-,-,-,-
712,Intentions (feat. Quavo),pop,canadian pop,pop,2020-02-14,2020s,"4,994,138",2020-03-13,March,Spring,2020,77.0,0.806,0.546,-6.637,0.0575,0.3,0.102,147.986,212867.0,0.874,A,Justin Bieber,48544923,male,Millennial,person,CA,Justin Bieber,https://www.eticketing.co.uk/asmglobalaberdeen,Great Britain,Aberdeen,-2.190396,57.185147
713,hot girl bummer,pop,electropop,pop,2020-08-21,2020s,"4,992,396",2020-01-03,January,Winter,2020,83.0,0.782,0.559,-7.106,0.0767,0.125,0.385,129.992,188344.0,0.685,F#/Gb,blackbear,4270131,male,Millennial,person,US,No events,-,-,-,-,-
714,Psycho,pop,k-pop,k-pop girl group,2019-12-23,2010s,"4,991,751",2019-12-27,December,Winter,2019,76.0,0.664,0.666,-2.203,0.0446,0.193,0.0854,139.987,210560.0,0.405,G#/Ab,Red Velvet,5688315,mixed,Generation Z,group,KR,No events,-,-,-,-,-
715,Homecoming,rap,melodic rap,philly rap,2020-03-06,2020s,"4,988,839",2020-03-06,March,Spring,2020,63.0,0.929,0.563,-7.428,0.49,0.000592,0.244,129.957,213885.0,0.353,A,Lil Uzi Vert,11821805,male,Millennial,person,US,Rolling Loud California,https://on.fgtix.com/trk/Ntkn,United States Of America,Inglewood,-118.3368854,33.95371247
716,Mirrors,dance pop,dance pop,pop,2013-03-15,2010s,"4,988,571",2020-11-20,November,Autumn,2020,78.0,0.574,0.512,-6.664,0.0503,0.234,0.0946,76.899,484147.0,0.512,F,Justin Timberlake,11034144,male,Millennial,person,US,No events,-,-,-,-,-
717,you should see me in a crown,other,[],-,2021-08-13,2020s,"4,988,054",2020-01-24,January,Winter,2020,0.0,0.683,0.534,-10.348,0.189,0.519,0.148,150.469,180567.0,0.284,E,Billie Eilish,1251372,female,Generation Z,person,US,Billie Eilish Estacionamiento,https://www.ticketmaster.com.mx/billie-eilish-estacionamiento-mexico-29-03-2023/event/14005D548BCB0A5B,Mexico,México,-99.095618,19.405199
718,Suge,hip hop,north carolina hip hop,rap,2019-03-01,2010s,"4,986,299",2020-01-03,January,Winter,2020,76.0,0.876,0.662,-6.482,0.426,0.0608,0.127,75.445,163320.0,0.844,D,DaBaby,7601122,male,Millennial,person,US,Rolling Loud California,https://on.fgtix.com/trk/Ntkn,United States Of America,Inglewood,-118.3368854,33.95371247
719,"no body, no crime (feat. HAIM)",pop,pop,post-teen pop,2020-12-11,2020s,"4,986,214",2020-12-11,December,Winter,2020,68.0,0.546,0.613,-7.589,0.0264,0.418,0.103,79.015,215627.0,0.535,G,Taylor Swift,42227614,female,Millennial,person,US,Taylor Swift Night,https://www.ticketweb.com/event/taylor-swift-night-brooklyn-bowl-nashville-tickets/12722145,United States Of America,Nashville,-86.7853446,36.1726131
720,motive (with Doja Cat),dance pop,dance pop,pop,2020-10-30,2020s,"4,986,037",2020-10-30,October,Autumn,2020,80.0,0.789,0.742,-5.664,0.0652,0.0681,0.166,116.965,167990.0,0.661,A#/Bb,Ariana Grande,67208170,female,Millennial,person,US,No events,-,-,-,-,-
721,Too Good At Goodbyes,dance pop,dance pop,pop,2017-11-03,2010s,"4,984,764",2020-02-07,February,Winter,2020,72.0,0.681,0.372,-8.237,0.0432,0.64,0.169,91.873,201000.0,0.476,F,Sam Smith,17097317,male,Millennial,person,GB,Sam Smith,https://www.axs.com/events/461439/sam-smith-gloria-the-tour-tickets?skin=gassouthdistrict,United States Of America,Duluth,-84.0907288,33.9869191
722,I Don't Care (with Justin Bieber),pop,pop,uk pop,2019-05-10,2010s,"4,984,399",2019-12-27,December,Winter,2019,80.0,0.798,0.675,-5.041,0.0442,0.0912,0.0894,101.956,219947.0,0.842,F#/Gb,Ed Sheeran,83337783,male,Millennial,person,GB,Ed Sheeran: +-=÷x Tour,https://www.ticketmaster.com/ed-sheeran-x-tour-east-rutherford-new-jersey-06-10-2023/event/00005D3DE5604AD8,United States Of America,East Rutherford,-74.074493,40.81359
723,Sofia,pop,bedroom pop,indie pop,2019-08-02,2010s,"4,982,892",2020-11-13,November,Autumn,2020,81.0,0.744,0.619,-9.805,0.039,0.598,0.231,112.997,188387.0,0.641,C,Clairo,2722638,female,Generation Z,person,US,The Sling Tour: Clairo with Arlo Parks,https://www.ticketmaster.ca/the-sling-tour-clairo-with-arlo-vancouver-british-columbia-01-26-2024/event/11005AEDC85A17E2,Canada,Vancouver,-123.1211044,49.2804917
724,Not Shy,pop,k-pop girl group,-,2020-08-17,2020s,"4,982,232",2020-08-21,August,Summer,2020,73.0,0.776,0.911,-3.08,0.131,0.155,0.268,101.027,177728.0,0.56,D,ITZY,2384076,mixed,Generation Z,group,KR,No events,-,-,-,-,-
725,Diamonds (with Normani),rap,houston rap,pop,2020-01-10,2020s,"4,981,484",2020-01-10,January,Winter,2020,58.0,0.785,0.753,-3.841,0.0873,0.188,0.265,94.012,199301.0,0.488,C#/Db,Megan Thee Stallion,4794212,female,Millennial,person,US,No events,-,-,-,-,-
726,just like magic,dance pop,dance pop,pop,2020-10-30,2020s,"4,980,571",2020-10-30,October,Autumn,2020,69.0,0.719,0.607,-5.156,0.165,0.08,0.125,128.006,149900.0,0.464,G#/Ab,Ariana Grande,67208170,female,Millennial,person,US,No events,-,-,-,-,-
727,Blood On My Jeans,rap,chicago rap,melodic rap,2020-07-10,2020s,"4,978,899",2020-07-10,July,Summer,2020,73.0,0.868,0.55,-6.417,0.226,0.183,0.109,117.943,154767.0,0.464,F#/Gb,Juice WRLD,19102888,male,Generation Z,person,US,No events,-,-,-,-,-
728,Why'd You Only Call Me When You're High?,rock,garage rock,permanent wave,2013-09-09,2010s,"4,976,405",2021-02-05,February,Winter,2021,82.0,0.691,0.631,-6.478,0.0368,0.0483,0.104,92.004,161124.0,0.8,D,Arctic Monkeys,12375514,mixed,Generation Z,group,GB,Arctic Monkeys,https://www.ticketmaster.com/arctic-monkeys-inglewood-california-09-29-2023/event/09005D3D07C37419,United States Of America,Inglewood,-118.341868,33.9583
729,Sexo Virtual,pop,puerto rican pop,trap latino,2021-06-25,2020s,"4,975,786",2021-07-02,July,Summer,2021,82.0,0.704,0.739,-3.286,0.112,0.328,0.0856,179.879,208292.0,0.425,G#/Ab,Rauw Alejandro,6080597,male,Generation Z,person,PR,Rauw Alejandro (Gradas),https://www.ticketmaster.com.mx/rauw-alejandro-gradas-san-nicolas-de-los-garza-01-06-2023/event/14005E26CDD55EAB,Mexico,San Nicolas De Los Garza,-100.315518,25.718083
730,HIGHEST IN THE ROOM,rap,rap,slap house,2019-10-04,2010s,"4,975,720",2020-04-24,April,Spring,2020,84.0,0.598,0.427,-8.764,0.0317,0.0546,0.21,76.469,175721.0,0.0605,G,Travis Scott,17719446,male,Millennial,person,US,Rolling Loud Rotterdam 2023 - Weekend,https://www.ticketmaster.nl/event/rolling-loud-rotterdam-2023-weekend-tickets/287777?language=en-us,Netherlands,Rotterdam,4.48817,51.88314
731,Photograph,pop,pop,uk pop,2014-06-21,2010s,"4,974,880",2021-02-12,February,Winter,2021,83.0,0.614,0.379,-10.48,0.0476,0.607,0.0986,107.989,258987.0,0.201,E,Ed Sheeran,83337783,male,Millennial,person,GB,Ed Sheeran: +-=÷x Tour,https://www.ticketmaster.com/ed-sheeran-x-tour-east-rutherford-new-jersey-06-10-2023/event/00005D3DE5604AD8,United States Of America,East Rutherford,-74.074493,40.81359
732,penhasco.,funk,funk carioca,pop nacional,2021-07-18,2020s,"4,973,937",2021-07-23,July,Summer,2021,80.0,0.43,0.467,-8.56,0.051,0.775,0.0933,77.249,186121.0,0.382,G#/Ab,Luísa Sonza,1909059,female,Generation Z,person,BR,No events,-,-,-,-,-
733,"Whats Poppin (feat. DaBaby, Tory Lanez & Lil Wayne) [Remix] - Bonus Track",hip hop,deep underground hip hop,kentucky hip hop,2020-12-11,2020s,"4,972,518",2021-01-01,January,Winter,2021,73.0,0.904,0.723,-5.224,0.26,0.0631,0.185,145.013,227478.0,0.835,B,Jack Harlow,1053324,male,Generation Z,person,US,Jack Harlow,https://www.ticketmaster.com/event/Z7r9jZ1Adj_ZK,United States Of America,Las Vegas,-115.145103,36.124401
734,Break My Heart,dance pop,dance pop,pop,2020-03-27,2020s,"4,971,176",2020-03-27,March,Spring,2020,80.0,0.73,0.729,-3.434,0.0884,0.167,0.349,113.011,221820.0,0.467,E,Dua Lipa,27142474,female,Generation Z,person,GB,No events,-,-,-,-,-
735,Take on Me,other,new wave,new wave,1985-06-01,1980s,"4,969,662",2021-02-26,February,Winter,2021,84.0,0.573,0.902,-7.638,0.054,0.018,0.0928,84.412,225280.0,0.876,F#/Gb,a-ha,1560784,mixed,Millennial,group,NO,aha Festival,https://www.ticketmaster.ch/event/aha-festival-tickets/16025?language=en-us,Switzerland,Kriens,8.2966,47.03347
736,Toosie Slide,hip hop,canadian hip hop,canadian pop,2020-04-03,2020s,"4,966,878",2020-05-01,May,Spring,2020,78.0,0.834,0.454,-9.75,0.201,0.321,0.114,81.618,247059.0,0.837,C#/Db,Drake,56327031,male,Millennial,person,CA,Drake White,https://www.ticketmaster.com/drake-white-indianapolis-indiana-03-18-2023/event/05005E22B19D1600,United States Of America,Indianapolis,-86.249381,39.768343
737,What Makes You Beautiful,pop,pop,pop,2012-05-25,2010s,"4,966,428",2020-07-17,July,Summer,2020,82.0,0.726,0.787,-2.494,0.0737,0.009,0.0596,124.99,199987.0,0.888,E,One Direction,22536304,mixed,Generation Z,group,GB,Harry Styles + One Direction Dance Party,https://www.ticketmaster.com/harry-styles-one-direction-dance-party-red-bank-new-jersey-01-27-2023/event/1D005D12AD93330C,United States Of America,Red Bank,-74.07022,40.349071
738,Afterglow,other,[],-,2021-08-13,2020s,"4,965,330",2021-01-01,January,Winter,2021,0.0,0.641,0.324,-5.851,0.0299,0.698,0.328,110.184,185487.0,0.273,B,Ed Sheeran,1250353,male,Millennial,person,GB,Ed Sheeran: +-=÷x Tour,https://www.ticketmaster.com/ed-sheeran-x-tour-east-rutherford-new-jersey-06-10-2023/event/00005D3DE5604AD8,United States Of America,East Rutherford,-74.074493,40.81359
739,Way Out (feat. Big Sean),hip hop,deep underground hip hop,kentucky hip hop,2020-12-09,2020s,"4,962,949",2021-01-01,January,Winter,2021,72.0,0.945,0.582,-8.357,0.0719,0.114,0.103,108.025,168906.0,0.907,B,Jack Harlow,1053324,male,Generation Z,person,US,Jack Harlow,https://www.ticketmaster.com/event/Z7r9jZ1Adj_ZK,United States Of America,Las Vegas,-115.145103,36.124401
740,Nobody's Love,pop,pop,pop rock,2021-06-11,2020s,"4,957,966",2020-07-31,July,Summer,2020,73.0,0.485,0.567,-6.456,0.0388,0.316,0.0949,93.676,211254.0,0.157,C#/Db,Maroon 5,32279979,mixed,Generation Z,group,US,Prague Rocks: Maroon 5,https://www.ticketmaster.cz/event/prague-rocks-maroon-5-tickets/45801?language=en-us,Czech Republic,Praha 9,14.5238,50.13177
741,Late At Night,rap,melodic rap,rap,2021-06-04,2020s,"4,954,899",2021-06-04,June,Summer,2021,84.0,0.643,0.403,-11.254,0.41,0.343,0.138,98.54,174682.0,0.111,C#/Db,Roddy Ricch,6603627,male,Generation Z,person,US,No events,-,-,-,-,-
742,Only Human,dance pop,dance pop,dance pop,2019-06-07,2010s,"4,953,866",2020-01-03,January,Winter,2020,74.0,0.795,0.496,-5.883,0.0722,0.108,0.0645,94.01,183000.0,0.874,C,Jonas Brothers,5436999,mixed,Generation Z,group,US,Jonas Brothers - Live in Vegas,https://www.ticketmaster.com/jonas-brothers-live-in-vegas-las-vegas-nevada-02-17-2023/event/2E005D89EBF80D1C,United States Of America,Las Vegas,-115.175233,36.105126
743,Verdansk,hip hop,uk hip hop,-,2021-07-22,2020s,"4,950,275",2021-07-23,July,Summer,2021,77.0,0.961,0.502,-8.605,0.312,0.28,0.145,117.078,182285.0,0.536,D,Dave,1427540,male,Silent,person,US,Lady A w/ Dave Barnes,https://www.ticketmaster.com/event/Z7r9jZ1Ado_e7,United States Of America,Charleston,-79.936401,32.779499
744,The Real Slim Shady,hip hop,detroit hip hop,hip hop,2000-05-23,2000s,"4,948,965",2021-05-28,May,Spring,2021,84.0,0.949,0.661,-4.244,0.0572,0.0302,0.0454,104.504,284200.0,0.76,F,Eminem,46785561,male,Generation X,person,US,SHADY: A Live Band Tribute To The Music Of Eminem,https://www.ticketweb.com/event/shady-a-live-band-tribute-joes-live-rosemont-tickets/12652835,United States Of America,Rosemont,-87.867325,41.979238
745,Wasted On You,other,contemporary country,-,2021-01-08,2020s,"4,948,563",2021-01-08,January,Winter,2021,76.0,0.505,0.657,-5.24,0.0318,0.373,0.126,196.0,178520.0,0.252,B,Morgan Wallen,2147875,male,Millennial,person,US,Morgan Wallen,https://www.ticketmaster.com/event/Z7r9jZ1Adjx-o,United States Of America,University,-89.5513,34.3666
746,Eleven,pop,pop,-,2020-05-01,2020s,"4,947,780",2020-01-10,January,Winter,2020,68.0,0.679,0.408,-9.754,0.0882,0.133,0.23,129.079,206080.0,0.151,E,Khalid,14190858,male,Generation Z,person,US,Ed Sheeran w/ Khalid,https://www.ticketmaster.com/event/Z7r9jZ1AdbIqy,United States Of America,Arlington,-97.082397,32.7542
747,Got The Guap (feat. Young Thug),rap,melodic rap,philly rap,2020-03-13,2020s,"4,946,997",2020-03-13,March,Spring,2020,58.0,0.837,0.601,-5.628,0.198,0.21,0.0928,142.977,176756.0,0.749,G#/Ab,Lil Uzi Vert,11821805,male,Millennial,person,US,Rolling Loud California,https://on.fgtix.com/trk/Ntkn,United States Of America,Inglewood,-118.3368854,33.95371247
748,When I Was Your Man,dance pop,dance pop,pop,2012-12-07,2010s,"4,945,935",2021-04-23,April,Spring,2021,82.0,0.612,0.28,-8.648,0.0434,0.932,0.088,72.795,213827.0,0.387,C,Bruno Mars,32603394,male,Millennial,person,US,Bruno Mars,https://www.ticketmaster.com/bruno-mars-lincoln-california-02-18-2023/event/1C005D3E9222732F,United States Of America,Lincoln,-121.31368,38.84026
749,Talk (feat. Disclosure),pop,pop,-,2019-04-05,2010s,"4,940,984",2019-12-27,December,Winter,2019,73.0,0.9,0.4,-8.575,0.127,0.0516,0.0599,135.984,197573.0,0.346,C,Khalid,14190858,male,Generation Z,person,US,Ed Sheeran w/ Khalid,https://www.ticketmaster.com/event/Z7r9jZ1AdbIqy,United States Of America,Arlington,-97.082397,32.7542
750,Rich Rich,rap,german cloud rap,german hip hop,2020-04-24,2020s,"4,938,864",2020-02-21,February,Winter,2020,50.0,0.548,0.648,-4.796,0.292,0.0842,0.123,141.937,204319.0,0.232,E,Ufo361,1700759,male,Millennial,person,DE,No events,-,-,-,-,-
751,Do I Wanna Know?,rock,garage rock,permanent wave,2013-09-09,2010s,"4,938,586",2021-02-05,February,Winter,2021,84.0,0.548,0.532,-7.596,0.0323,0.186,0.217,85.03,272394.0,0.405,F,Arctic Monkeys,12369079,mixed,Generation Z,group,GB,Arctic Monkeys,https://www.ticketmaster.com/arctic-monkeys-inglewood-california-09-29-2023/event/09005D3D07C37419,United States Of America,Inglewood,-118.341868,33.9583
752,Wonderwall - Remastered,pop,britpop,britpop,1995,1990s,"4,938,180",2020-10-09,October,Autumn,2020,78.0,0.375,0.893,-4.097,0.0406,0.000509,0.187,174.323,258773.0,0.434,D,Oasis,6475631,mixed,Millennial,group,GB,Definitely Oasis,https://www.ticketweb.uk/event/definitely-oasis-kasbah-tickets/12586275?REFERRAL_ID=tmfeed,Great Britain,Coventry,-1.502767,52.41312
753,Máquina do Tempo,r&b,r&b brasileiro,rap cearense,2020-09-10,2020s,"4,938,139",2020-09-11,September,Autumn,2020,70.0,0.629,0.727,-4.387,0.0499,0.0647,0.138,149.978,230400.0,0.132,E,Matuê,3263283,male,Generation Z,person,BR,No events,-,-,-,-,-
754,HACIENDO QUE ME AMAS,latin,latin,reggaeton,2020-11-27,2020s,"4,935,633",2020-11-27,November,Autumn,2020,78.0,0.584,0.411,-7.147,0.0838,0.869,0.0955,169.934,217769.0,0.412,A#/Bb,Bad Bunny,36177712,male,Millennial,person,PR,Bad Bunny Night,https://www.ticketweb.com/event/bad-bunny-night-house-of-independents-tickets/12723755,United States Of America,Asbury Park,-74.00979,40.21584
